price	year	manufacturer	condition	cylinders	odometer	transmission	state	fuel	size
5995	2009	ford	excellent	4 cylinders	95000	automatic	ny	gas	full-size
11990	2013	kia	excellent	4 cylinders	108801	automatic	or	gas	compact
22995	2012	toyota	excellent	6 cylinders	143885	automatic	ca	gas	mid-size
4700	2008	toyota	like new	4 cylinders	179000	automatic	ca	hybrid	compact
9500	2004	toyota	good	8 cylinders	158000	automatic	az	gas	full-size
13990	2015	nissan	excellent	6 cylinders	59098	automatic	fl	gas	mid-size
3500	2004	chevrolet	excellent	4 cylinders	156000	automatic	ca	gas	compact
11495	2002	ford	good	8 cylinders	309218	automatic	ut	diesel	full-size
12499	2011	toyota	like new	4 cylinders	118000	automatic	fl	gas	full-size
2500	1998	volvo	fair	4 cylinders	199000	automatic	ma	gas	full-size
5000	2006	mercedes-benz	excellent	6 cylinders	169000	automatic	sc	gas	full-size
3000	2007	cadillac	fair	8 cylinders	151407	automatic	ia	gas	full-size
3300	2005	honda	like new	6 cylinders	190114	automatic	ny	gas	mid-size
1	2017	dodge	excellent	8 cylinders	2439	other	fl	gas	compact
11999	2015	kia	excellent	4 cylinders	105537	automatic	sc	gas	mid-size
13500	2003	ford	good	8 cylinders	182000	automatic	nc	diesel	full-size
13499	2014	gmc	excellent	6 cylinders	153940	automatic	wi	gas	full-size
4495	2009	kia	excellent	4 cylinders	117400	automatic	oh	gas	compact
7999	2012	ford	excellent	4 cylinders	165142	automatic	wv	gas	full-size
12999	2014	ford	excellent	4 cylinders	74696	automatic	ca	gas	mid-size
5000	2008	nissan	good	6 cylinders	255000	automatic	tx	gas	mid-size
9995	2010	hyundai	excellent	6 cylinders	84490	automatic	pa	gas	mid-size
10000	2013	kia	excellent	6 cylinders	83683	automatic	az	hybrid	mid-size
15995	2013	honda	like new	4 cylinders	60229	automatic	ca	gas	full-size
11995	2007	ford	excellent	8 cylinders	117435	automatic	fl	gas	full-size
9995	2007	cadillac	like new	8 cylinders	172000	automatic	oh	hybrid	full-size
9900	2013	ford	excellent	8 cylinders	113000	automatic	mi	gas	full-size
100	2014	nissan	like new	4 cylinders	104687	automatic	pa	gas	mid-size
26900	2018	dodge	like new	6 cylinders	46000	automatic	tx	gas	full-size
7200	2007	buick	good	6 cylinders	49480	automatic	pa	gas	full-size
16995	2017	nissan	good	4 cylinders	75852	automatic	az	gas	full-size
10000	1997	chevrolet	like new	8 cylinders	200000	automatic	tn	gas	full-size
13995	2005	chrysler	like new	6 cylinders	4000	manual	az	gas	compact
9100	2016	hyundai	excellent	4 cylinders	85043	automatic	mn	gas	compact
28000	2020	mazda	like new	4 cylinders	18000	automatic	ca	gas	mid-size
7995	2013	cadillac	like new	6 cylinders	171000	automatic	ma	gas	mid-size
32850	2015	chevrolet	excellent	8 cylinders	100191	automatic	id	gas	full-size
10000	2007	nissan	good	8 cylinders	165700	automatic	tn	gas	full-size
8500	2008	audi	excellent	6 cylinders	125186	automatic	id	gas	full-size
10995	2014	hyundai	excellent	4 cylinders	104706	automatic	ma	gas	mid-size
10995	2005	ford	excellent	6 cylinders	62703	automatic	tx	gas	mid-size
28900	2018	kia	excellent	6 cylinders	23381	automatic	ca	gas	mid-size
22506	2014	ram	excellent	8 cylinders	75884	automatic	wi	gas	mid-size
15000	2008	ford	excellent	6 cylinders	213000	automatic	co	diesel	full-size
30813	2016	ram	excellent	6 cylinders	66600	automatic	ny	diesel	full-size
11995	2014	ford	good	4 cylinders	103403	automatic	ia	gas	mid-size
46900	2016	ford	excellent	8 cylinders	76000	automatic	or	diesel	full-size
3500	2006	nissan	excellent	4 cylinders	147920	automatic	ok	gas	mid-size
11500	2006	lexus	like new	6 cylinders	52700	automatic	id	gas	mid-size
23388	2013	jeep	excellent	6 cylinders	136875	automatic	nc	gas	full-size
9999	2016	dodge	like new	6 cylinders	77003	automatic	tx	gas	full-size
7999	2014	chevrolet	good	4 cylinders	53000	automatic	oh	gas	compact
10995	2008	gmc	excellent	8 cylinders	157195	automatic	ma	gas	full-size
8000	2014	volkswagen	excellent	5 cylinders	63586	automatic	mn	gas	mid-size
17500	2015	chevrolet	excellent	6 cylinders	157000	automatic	mi	gas	full-size
6999	2013	kia	excellent	4 cylinders	109669	manual	ri	gas	compact
6500	2006	chevrolet	good	6 cylinders	152000	automatic	ca	gas	full-size
4300	2005	chevrolet	like new	4 cylinders	189000	automatic	tx	gas	compact
6900	1971	volkswagen	excellent	4 cylinders	64900	manual	nm	gas	compact
24900	2013	ford	good	6 cylinders	56864	automatic	ia	gas	full-size
18900	2005	chevrolet	excellent	4 cylinders	66801	automatic	or	diesel	full-size
6900	2012	nissan	good	4 cylinders	116000	automatic	ny	gas	full-size
15695	2018	nissan	excellent	4 cylinders	17160	automatic	vt	gas	mid-size
4800	1990	toyota	good	6 cylinders	234000	automatic	az	gas	mid-size
13980	2016	chevrolet	excellent	8 cylinders	92430	automatic	fl	gas	full-size
26999	2015	chevrolet	excellent	8 cylinders	104947	automatic	ms	gas	full-size
4999	2015	ford	good	4 cylinders	75000	automatic	oh	gas	mid-size
5800	2006	nissan	fair	8 cylinders	244000	automatic	nm	gas	full-size
2500	1999	toyota	good	4 cylinders	200000	automatic	ca	gas	full-size
6900	2006	mazda	excellent	4 cylinders	135000	automatic	fl	gas	sub-compact
19400	2013	ford	excellent	6 cylinders	144489	automatic	in	gas	full-size
39900	2018	ford	excellent	6 cylinders	61345	automatic	fl	gas	full-size
23500	2011	ram	excellent	8 cylinders	132600	automatic	nc	gas	full-size
6995	2013	ford	excellent	4 cylinders	78000	automatic	ri	gas	compact
4700	2006	infiniti	good	6 cylinders	191488	automatic	de	gas	full-size
22995	2017	ram	excellent	6 cylinders	96281	automatic	az	gas	full-size
6995	2008	chevrolet	good	8 cylinders	208000	automatic	oh	gas	full-size
6600	2004	toyota	excellent	6 cylinders	141552	automatic	in	gas	full-size
8500	1984	ford	good	8 cylinders	153000	automatic	az	gas	full-size
6900	2009	hyundai	excellent	6 cylinders	152000	automatic	mi	gas	mid-size
4999	2006	bmw	excellent	6 cylinders	178078	automatic	or	gas	full-size
3000	1995	ford	good	6 cylinders	199982	manual	nc	gas	mid-size
2000	2011	kia	good	4 cylinders	174000	automatic	oh	gas	compact
5800	2013	hyundai	excellent	4 cylinders	191019	automatic	nc	gas	mid-size
71000	2020	gmc	like new	8 cylinders	10517	automatic	fl	gas	full-size
16950	2015	chevrolet	good	8 cylinders	139388	automatic	oh	gas	full-size
11493	2015	hyundai	excellent	4 cylinders	77983	automatic	ny	hybrid	mid-size
4000	2001	nissan	excellent	6 cylinders	128	automatic	tx	gas	mid-size
9995	2014	chevrolet	like new	4 cylinders	54830	automatic	ca	gas	compact
56000	2021	chevrolet	like new	8 cylinders	2000	automatic	or	gas	full-size
39500	2008	ford	like new	6 cylinders	13158	manual	fl	diesel	full-size
50995	2017	gmc	excellent	8 cylinders	33917	automatic	tx	gas	full-size
5495	2008	saturn	good	6 cylinders	54673	automatic	mi	gas	mid-size
3750	2007	toyota	good	4 cylinders	217158	automatic	ny	gas	compact
5995	2007	nissan	excellent	6 cylinders	187359	automatic	ma	gas	full-size
8800	2018	honda	like new	4 cylinders	69474	automatic	ny	gas	mid-size
4495	2009	nissan	excellent	4 cylinders	104950	automatic	me	gas	compact
26200	2019	mercedes-benz	like new	4 cylinders	5574	automatic	ma	gas	compact
16995	2016	dodge	excellent	6 cylinders	121262	automatic	oh	gas	mid-size
8700	2009	chevrolet	excellent	6 cylinders	33000	automatic	tx	gas	full-size
36990	2017	mitsubishi	good	4 cylinders	45925	automatic	ny	diesel	full-size
4000	2005	toyota	good	4 cylinders	188000	automatic	il	gas	full-size
7499	2016	ford	good	3 cylinders	107	automatic	nc	gas	compact
2400	2004	subaru	excellent	4 cylinders	231000	automatic	mn	gas	mid-size
7000	2013	toyota	excellent	4 cylinders	156840	automatic	nc	hybrid	mid-size
10995	2011	nissan	excellent	4 cylinders	130337	automatic	nc	gas	mid-size
3800	2002	gmc	good	6 cylinders	122605	automatic	va	gas	mid-size
14500	2009	gmc	good	8 cylinders	186168	automatic	tx	gas	full-size
65995	2021	ram	like new	6 cylinders	1080	automatic	mt	diesel	full-size
7900	1996	gmc	excellent	8 cylinders	142000	automatic	ca	gas	full-size
7488	2007	honda	good	4 cylinders	144575	automatic	tx	gas	compact
9995	2007	chevrolet	excellent	8 cylinders	176155	automatic	ca	gas	full-size
5850	2001	nissan	excellent	6 cylinders	136809	automatic	ok	gas	mid-size
38995	2015	ford	excellent	8 cylinders	66909	automatic	nh	gas	full-size
5995	2002	ram	good	8 cylinders	202000	automatic	nj	gas	full-size
18988	2014	honda	excellent	4 cylinders	37112	automatic	fl	gas	full-size
14500	2014	nissan	like new	6 cylinders	105000	automatic	ca	gas	full-size
5500	2013	chevrolet	like new	4 cylinders	122075	automatic	fl	gas	full-size
7995	2010	ford	like new	4 cylinders	97327	automatic	pa	gas	mid-size
3995	2008	volkswagen	excellent	5 cylinders	161940	automatic	ca	gas	compact
13995	2016	chevrolet	like new	4 cylinders	111761	automatic	in	gas	full-size
4200	2008	toyota	good	4 cylinders	173000	automatic	ca	hybrid	compact
15995	2015	chevrolet	excellent	6 cylinders	79660	automatic	ct	gas	full-size
15495	2014	bmw	excellent	4 cylinders	53200	automatic	ma	gas	mid-size
8499	2012	kia	good	6 cylinders	115000	automatic	az	gas	full-size
5999	2007	cadillac	excellent	8 cylinders	130000	automatic	ma	gas	full-size
39995	1955	chevrolet	excellent	8 cylinders	384	automatic	ca	gas	full-size
29500	1951	chevrolet	like new	8 cylinders	40000	automatic	or	gas	full-size
3495	2007	chrysler	excellent	4 cylinders	105919	automatic	oh	gas	sub-compact
16995	2013	dodge	good	8 cylinders	125124	automatic	tx	gas	full-size
14995	2015	honda	good	4 cylinders	54030	automatic	ia	gas	mid-size
21995	2016	toyota	excellent	4 cylinders	44438	automatic	mi	hybrid	mid-size
1	1983	fiat	good	4 cylinders	73519	manual	tx	gas	compact
15000	2007	ram	excellent	6 cylinders	218000	automatic	la	diesel	full-size
5899	2008	honda	excellent	4 cylinders	136794	automatic	ca	gas	mid-size
8200	2012	volkswagen	excellent	6 cylinders	59600	automatic	nj	gas	full-size
4500	2001	toyota	good	6 cylinders	300000	automatic	ak	gas	full-size
17900	2017	buick	excellent	6 cylinders	57250	automatic	mi	gas	mid-size
24988	2014	ram	like new	8 cylinders	110000	automatic	ar	gas	full-size
15999	2014	hyundai	excellent	4 cylinders	57000	automatic	tx	gas	mid-size
12999	2012	acura	excellent	6 cylinders	120865	automatic	ca	gas	mid-size
17900	2013	ram	excellent	8 cylinders	145417	automatic	fl	gas	full-size
1150	2006	volkswagen	good	4 cylinders	356265	automatic	wi	diesel	mid-size
3295	2015	chevrolet	good	6 cylinders	163646	automatic	az	gas	full-size
6800	2013	nissan	excellent	4 cylinders	100000	automatic	nv	gas	full-size
5299	2006	toyota	excellent	4 cylinders	160000	automatic	fl	gas	mid-size
33900	2017	chevrolet	good	8 cylinders	105000	automatic	ny	gas	full-size
5700	2006	toyota	good	8 cylinders	233128	automatic	nm	gas	full-size
19999	2013	chevrolet	excellent	8 cylinders	141131	automatic	ca	gas	full-size
19995	2014	gmc	good	6 cylinders	80643	automatic	vt	gas	full-size
4750	2008	mercury	good	8 cylinders	36500	automatic	il	gas	mid-size
36423	2015	ford	excellent	8 cylinders	52964	automatic	nc	gas	full-size
22995	2017	chrysler	like new	6 cylinders	108524	automatic	id	gas	full-size
54900	2020	ram	like new	8 cylinders	11500	automatic	ga	gas	full-size
1200	1988	chevrolet	fair	6 cylinders	200000	automatic	co	gas	sub-compact
5895	2006	chevrolet	good	8 cylinders	174435	automatic	id	gas	full-size
4495	2010	nissan	excellent	4 cylinders	121323	automatic	mi	gas	compact
17995	2011	volkswagen	excellent	6 cylinders	96000	automatic	id	diesel	full-size
3495	2003	ford	like new	8 cylinders	192596	automatic	va	gas	full-size
1750	2014	toyota	good	4 cylinders	244300	automatic	id	gas	compact
19990	2013	chevrolet	excellent	8 cylinders	123212	automatic	mn	gas	full-size
16800	2014	gmc	excellent	6 cylinders	209000	automatic	sc	gas	full-size
3950	2006	chrysler	good	6 cylinders	131848	automatic	wi	gas	full-size
21750	2016	acura	excellent	6 cylinders	73385	automatic	nc	gas	full-size
25995	2014	chevrolet	like new	8 cylinders	98524	automatic	il	gas	full-size
7995	2013	hyundai	excellent	4 cylinders	65000	automatic	tx	gas	full-size
14995	2001	ford	like new	10 cylinders	77075	automatic	ak	gas	full-size
44990	2012	ford	good	8 cylinders	52307	automatic	il	diesel	full-size
27500	2018	chevrolet	like new	4 cylinders	45000	automatic	oh	gas	mid-size
3500	2003	gmc	good	8 cylinders	260000	automatic	tx	gas	full-size
25000	1956	chevrolet	fair	other	0	automatic	ca	gas	mid-size
8900	2014	fiat	good	4 cylinders	84778	automatic	al	gas	mid-size
8499	2018	nissan	like new	4 cylinders	38000	automatic	ma	gas	mid-size
10895	2015	chevrolet	like new	4 cylinders	85202	automatic	mi	gas	compact
800	2000	cadillac	excellent	8 cylinders	100000	automatic	wy	gas	full-size
30849	2016	jeep	excellent	6 cylinders	99993	automatic	tx	gas	full-size
11975	2011	gmc	excellent	6 cylinders	128000	automatic	ca	gas	full-size
4500	2008	audi	excellent	4 cylinders	163780	automatic	va	gas	full-size
2000	2004	buick	good	6 cylinders	111000	automatic	ri	gas	full-size
2800	2004	toyota	good	4 cylinders	198000	automatic	mn	gas	mid-size
14370	2016	subaru	excellent	4 cylinders	47218	manual	mn	gas	mid-size
9500	2006	gmc	like new	8 cylinders	117854	automatic	ct	gas	full-size
5500	2012	chrysler	excellent	4 cylinders	112000	automatic	ny	gas	mid-size
5000	2007	cadillac	excellent	8 cylinders	124167	automatic	oh	gas	full-size
11000	2006	ford	good	8 cylinders	166000	automatic	oh	gas	full-size
30495	2016	chevrolet	excellent	8 cylinders	70447	automatic	fl	gas	full-size
5100	2013	ford	good	4 cylinders	86000	automatic	ks	gas	mid-size
16800	2011	toyota	excellent	6 cylinders	195624	automatic	ny	gas	full-size
26999	2015	chevrolet	excellent	6 cylinders	34725	other	fl	gas	full-size
3695	2006	buick	excellent	6 cylinders	128024	automatic	oh	gas	full-size
6900	2016	ford	excellent	6 cylinders	139786	automatic	ny	gas	full-size
13600	2005	lexus	excellent	8 cylinders	193000	automatic	wi	gas	full-size
16470	2018	chevrolet	excellent	4 cylinders	30802	automatic	wi	gas	mid-size
7995	2004	lexus	like new	6 cylinders	84611	automatic	pa	gas	full-size
24995	2004	gmc	excellent	8 cylinders	86451	automatic	nc	gas	full-size
7200	2011	toyota	excellent	4 cylinders	177225	automatic	nc	gas	full-size
6000	2008	volvo	good	5 cylinders	135654	automatic	id	gas	mid-size
11990	2015	chevrolet	excellent	6 cylinders	137000	automatic	nc	gas	mid-size
14900	2011	gmc	like new	8 cylinders	198702	automatic	ar	gas	full-size
4500	2013	hyundai	excellent	4 cylinders	101000	automatic	nc	gas	mid-size
10995	2011	chevrolet	good	6 cylinders	110082	automatic	ca	gas	full-size
31475	2018	chevrolet	excellent	6 cylinders	95000	automatic	tx	gas	full-size
19500	1979	pontiac	like new	8 cylinders	69670	automatic	tn	gas	full-size
5500	2006	lincoln	excellent	8 cylinders	195000	automatic	fl	gas	full-size
31450	2014	jeep	excellent	6 cylinders	94052	automatic	co	gas	full-size
4900	2015	toyota	like new	4 cylinders	310642	automatic	ny	gas	full-size
32484	2017	ford	excellent	8 cylinders	60777	manual	wi	gas	mid-size
5995	2010	toyota	good	4 cylinders	142000	automatic	ca	gas	mid-size
14800	2011	ram	excellent	8 cylinders	151321	automatic	in	gas	full-size
15950	2016	dodge	excellent	6 cylinders	57000	automatic	mi	gas	full-size
6550	2001	mercedes-benz	excellent	8 cylinders	112000	automatic	az	gas	full-size
14998	2014	subaru	good	4 cylinders	96225	automatic	vt	gas	compact
21998	2012	chevrolet	excellent	8 cylinders	171248	automatic	nc	gas	full-size
4500	2009	dodge	good	4 cylinders	159600	automatic	fl	gas	compact
9500	2012	honda	good	4 cylinders	130741	automatic	ca	gas	full-size
7500	2007	honda	good	6 cylinders	145562	automatic	ct	gas	full-size
5750	2006	hyundai	good	6 cylinders	111585	automatic	wi	gas	mid-size
6350	1986	mercedes-benz	excellent	8 cylinders	130560	automatic	nc	gas	full-size
2300	2014	nissan	like new	4 cylinders	119000	automatic	tn	gas	mid-size
10995	2005	toyota	excellent	8 cylinders	155087	automatic	tx	gas	full-size
4795	2014	chevrolet	good	4 cylinders	258300	automatic	oh	gas	mid-size
75850	2018	ford	excellent	8 cylinders	25900	automatic	tx	diesel	full-size
6900	2010	honda	excellent	6 cylinders	182000	automatic	nm	gas	full-size
16999	2016	ford	like new	6 cylinders	91299	automatic	mn	gas	full-size
6900	2013	volkswagen	good	5 cylinders	98000	automatic	va	gas	compact
7995	2017	toyota	excellent	4 cylinders	90452	automatic	ny	gas	full-size
9900	2008	chevrolet	like new	4 cylinders	102640	automatic	in	gas	mid-size
4995	2005	ford	good	8 cylinders	109786	automatic	fl	gas	full-size
47999	2019	ford	excellent	8 cylinders	39766	automatic	mn	gas	full-size
12700	2010	chevrolet	excellent	8 cylinders	164000	automatic	mt	gas	full-size
7800	1988	ram	excellent	8 cylinders	12618	automatic	id	gas	full-size
4998	2003	toyota	excellent	4 cylinders	166000	automatic	ok	gas	compact
5500	2007	toyota	excellent	4 cylinders	150000	automatic	ca	hybrid	full-size
6900	2008	lexus	good	6 cylinders	185700	automatic	ks	gas	full-size
4981	2009	toyota	good	4 cylinders	149242	automatic	in	gas	full-size
42895	2015	rover	excellent	6 cylinders	58000	automatic	ca	gas	full-size
3850	2010	toyota	good	4 cylinders	168000	automatic	al	gas	full-size
7500	2015	nissan	good	4 cylinders	133000	automatic	ny	gas	mid-size
3500	1999	acura	good	4 cylinders	206100	automatic	mt	gas	mid-size
19200	2004	lexus	excellent	8 cylinders	122523	automatic	co	gas	full-size
8500	2007	chevrolet	good	8 cylinders	209500	automatic	or	gas	full-size
11500	2010	nissan	excellent	8 cylinders	100000	automatic	tx	gas	full-size
7950	1980	jeep	excellent	6 cylinders	65020	manual	mo	gas	full-size
24995	2014	ford	excellent	6 cylinders	165148	automatic	tx	gas	full-size
11500	2003	ford	excellent	8 cylinders	93000	automatic	tx	diesel	full-size
45300	2018	ram	excellent	6 cylinders	34125	automatic	in	diesel	full-size
5200	2010	dodge	good	6 cylinders	158000	automatic	oh	gas	mid-size
5995	2009	pontiac	good	4 cylinders	162949	manual	or	gas	compact
8900	2011	lincoln	like new	6 cylinders	45346	automatic	ny	gas	full-size
9000	2010	ford	like new	6 cylinders	94000	automatic	nj	gas	full-size
14000	1984	toyota	excellent	6 cylinders	14000	manual	sc	gas	full-size
26000	1997	ford	excellent	8 cylinders	242000	automatic	mt	diesel	full-size
4495	2001	honda	excellent	4 cylinders	119728	automatic	oh	gas	mid-size
29990	2003	ford	good	8 cylinders	54703	manual	me	diesel	full-size
4000	1998	chevrolet	good	8 cylinders	218000	automatic	ca	gas	full-size
33995	2016	ford	excellent	6 cylinders	80024	automatic	va	gas	full-size
6000	2007	mazda	excellent	6 cylinders	131000	automatic	nj	gas	full-size
6500	2007	cadillac	excellent	8 cylinders	129125	automatic	or	gas	mid-size
15500	2009	chevrolet	excellent	8 cylinders	89000	automatic	mi	hybrid	full-size
9500	2014	ford	excellent	4 cylinders	219581	automatic	al	gas	full-size
5500	2008	subaru	fair	4 cylinders	112156	automatic	co	gas	compact
11950	2013	ram	like new	8 cylinders	212000	automatic	tx	gas	full-size
9995	2006	ram	excellent	8 cylinders	149971	automatic	ma	gas	full-size
30000	2018	ford	good	8 cylinders	57000	automatic	ky	gas	full-size
25750	2017	jeep	excellent	6 cylinders	85750	automatic	ok	gas	full-size
12500	2010	bmw	excellent	6 cylinders	119520	automatic	nj	gas	full-size
8900	2012	chevrolet	excellent	4 cylinders	65720	automatic	ny	gas	full-size
22900	2016	jeep	excellent	6 cylinders	72000	automatic	ok	gas	full-size
23000	2020	chevrolet	like new	4 cylinders	24505	automatic	tx	gas	mid-size
13900	2013	toyota	excellent	6 cylinders	130000	automatic	mo	gas	full-size
15000	2004	audi	excellent	8 cylinders	131000	manual	nh	gas	compact
27482	2017	infiniti	excellent	6 cylinders	46142	automatic	nc	gas	full-size
4000	2004	jeep	good	6 cylinders	160000	manual	nh	gas	sub-compact
9999	2008	toyota	good	6 cylinders	213479	other	az	gas	full-size
20950	2008	jeep	excellent	6 cylinders	119971	manual	md	gas	full-size
57988	2019	ford	excellent	8 cylinders	84810	automatic	ca	diesel	full-size
18000	2016	nissan	like new	6 cylinders	60000	automatic	tn	gas	full-size
10999	2013	ford	good	8 cylinders	140679	automatic	fl	gas	full-size
12750	2013	ford	good	6 cylinders	82267	automatic	oh	gas	mid-size
1950	2000	mercury	good	6 cylinders	130000	automatic	wa	gas	full-size
20777	2012	audi	like new	6 cylinders	107000	automatic	tx	gas	full-size
4999	2004	honda	excellent	6 cylinders	186385	automatic	ca	gas	full-size
21900	1972	chevrolet	excellent	8 cylinders	61355	automatic	mn	gas	full-size
3500	2005	toyota	excellent	4 cylinders	268000	manual	or	gas	compact
6300	2008	kia	like new	4 cylinders	59000	automatic	ny	gas	mid-size
17500	2013	ram	good	8 cylinders	174450	automatic	pa	gas	full-size
6000	2007	cadillac	good	6 cylinders	130000	automatic	in	gas	full-size
34881	2015	gmc	excellent	8 cylinders	125640	automatic	sc	gas	full-size
18488	2015	chevrolet	good	6 cylinders	78383	automatic	tx	gas	mid-size
31990	2020	gmc	good	8 cylinders	25903	automatic	il	gas	full-size
3900	2010	ford	good	6 cylinders	165000	automatic	co	gas	mid-size
31995	2018	dodge	excellent	6 cylinders	53000	automatic	az	gas	full-size
10995	2012	ford	excellent	4 cylinders	79861	automatic	tx	gas	mid-size
1500	2011	jeep	like new	6 cylinders	150000	automatic	ma	gas	mid-size
8500	1977	jeep	excellent	8 cylinders	50000	manual	id	gas	compact
6995	2001	gmc	good	8 cylinders	221083	automatic	fl	gas	full-size
10998	2017	ram	like new	4 cylinders	91000	automatic	fl	gas	compact
3375	2003	chevrolet	good	6 cylinders	90150	automatic	fl	gas	mid-size
6800	2015	ford	excellent	4 cylinders	59100	automatic	il	gas	compact
23497	2014	toyota	excellent	6 cylinders	107028	automatic	az	gas	full-size
5800	2010	mini	excellent	4 cylinders	141816	automatic	fl	gas	compact
30900	2019	ford	good	6 cylinders	40450	automatic	fl	gas	full-size
20500	2015	mini	like new	4 cylinders	12200	automatic	id	gas	sub-compact
11950	2012	chevrolet	like new	8 cylinders	210916	automatic	al	gas	full-size
13995	2017	chevrolet	excellent	4 cylinders	42119	automatic	vt	gas	mid-size
1	2017	toyota	excellent	8 cylinders	60453	automatic	fl	gas	full-size
3800	2004	ford	like new	8 cylinders	180032	automatic	ny	gas	full-size
6500	2010	chevrolet	excellent	4 cylinders	91000	automatic	oh	gas	mid-size
22900	2010	lexus	excellent	6 cylinders	63000	automatic	id	gas	full-size
18800	2007	ford	excellent	8 cylinders	205110	automatic	fl	diesel	full-size
10950	2002	chevrolet	excellent	8 cylinders	166000	manual	id	gas	full-size
3981	2009	chevrolet	good	4 cylinders	191650	automatic	in	gas	full-size
11988	2013	subaru	like new	4 cylinders	150000	manual	ok	gas	full-size
17995	2014	ford	excellent	6 cylinders	97491	automatic	dc	gas	full-size
6000	1966	ford	fair	6 cylinders	66000	manual	ca	gas	mid-size
1	1995	ford	excellent	4 cylinders	175000	manual	va	gas	compact
2999	2003	volvo	good	4 cylinders	166898	automatic	mn	gas	compact
8800	2014	nissan	excellent	4 cylinders	110053	automatic	ny	gas	mid-size
8995	2013	dodge	good	6 cylinders	131495	automatic	mi	gas	full-size
10990	2014	dodge	excellent	6 cylinders	110608	automatic	or	gas	mid-size
33901	2017	jeep	excellent	6 cylinders	65241	automatic	sd	gas	mid-size
2300	2001	chevrolet	excellent	4 cylinders	143000	manual	ca	gas	compact
11995	2008	toyota	excellent	6 cylinders	167974	automatic	ny	gas	full-size
3850	2003	ford	good	4 cylinders	118000	automatic	pa	gas	full-size
5500	2005	toyota	good	6 cylinders	150000	automatic	ma	gas	mid-size
2000	1997	honda	fair	6 cylinders	80000	automatic	nv	gas	mid-size
18500	1923	ford	like new	8 cylinders	2500	automatic	ma	gas	mid-size
10990	2009	toyota	excellent	4 cylinders	123432	automatic	tn	gas	mid-size
4500	2003	toyota	good	4 cylinders	107000	automatic	ct	gas	mid-size
22441	2010	jeep	good	6 cylinders	130314	automatic	tn	gas	mid-size
14500	2008	toyota	good	4 cylinders	56800	automatic	va	gas	mid-size
2995	1999	chevrolet	good	8 cylinders	232585	automatic	wi	gas	full-size
12900	2013	honda	good	6 cylinders	160000	automatic	ny	gas	full-size
800	2005	audi	fair	6 cylinders	180000	automatic	mt	gas	mid-size
6700	2005	jeep	excellent	6 cylinders	140397	automatic	ca	gas	mid-size
21998	2009	chevrolet	excellent	8 cylinders	92518	automatic	tn	gas	full-size
6500	1952	mercury	fair	8 cylinders	89000	automatic	ca	gas	mid-size
31750	2019	ford	like new	4 cylinders	15186	automatic	va	gas	mid-size
22794	2018	nissan	like new	4 cylinders	24359	automatic	az	gas	compact
24998	2015	ford	good	8 cylinders	94000	automatic	pa	gas	full-size
8500	2011	mazda	excellent	6 cylinders	138000	automatic	oh	gas	full-size
16495	2013	toyota	excellent	4 cylinders	59272	automatic	ma	gas	mid-size
9200	2013	gmc	excellent	6 cylinders	119230	automatic	tx	gas	full-size
8900	2016	dodge	excellent	6 cylinders	0	automatic	ca	gas	full-size
4000	2006	chevrolet	good	8 cylinders	230000	automatic	va	gas	full-size
61998	2018	gmc	excellent	8 cylinders	22714	automatic	id	diesel	full-size
23000	2015	toyota	excellent	6 cylinders	52518	automatic	ca	gas	full-size
7800	2007	honda	like new	4 cylinders	165700	manual	va	gas	mid-size
8950	2012	kia	excellent	4 cylinders	108448	automatic	oh	gas	mid-size
15900	2011	jaguar	excellent	8 cylinders	122930	automatic	fl	gas	full-size
6900	2016	chevrolet	excellent	4 cylinders	70645	automatic	oh	gas	compact
7588	2006	mini	good	4 cylinders	100738	other	id	gas	compact
28901	2014	ram	excellent	8 cylinders	112622	automatic	sd	gas	mid-size
1	2013	mercedes-benz	excellent	8 cylinders	79856	other	fl	gas	compact
12000	2014	dodge	excellent	6 cylinders	65000	automatic	ky	gas	full-size
6200	2009	volkswagen	good	6 cylinders	113969	automatic	nc	gas	full-size
16495	2020	hyundai	like new	4 cylinders	7378	automatic	ny	gas	mid-size
4000	1998	subaru	excellent	4 cylinders	170500	automatic	co	gas	mid-size
9899	2013	kia	like new	4 cylinders	143429	automatic	ga	gas	full-size
14900	2017	toyota	excellent	4 cylinders	80617	automatic	wi	gas	mid-size
9999	2011	mercedes-benz	excellent	6 cylinders	143062	automatic	ca	gas	full-size
12900	2017	hyundai	excellent	4 cylinders	43000	automatic	nj	gas	full-size
1300	2009	ford	good	6 cylinders	127610	automatic	nc	gas	full-size
6300	2005	chevrolet	excellent	8 cylinders	142000	automatic	ca	gas	full-size
1500	2018	chevrolet	like new	6 cylinders	39416	automatic	tx	gas	full-size
5950	2007	chevrolet	excellent	6 cylinders	155695	automatic	ut	gas	mid-size
1500	2005	chevrolet	fair	6 cylinders	265000	automatic	mi	gas	mid-size
6925	2007	jeep	excellent	6 cylinders	147939	automatic	ut	gas	mid-size
6995	2012	mazda	excellent	4 cylinders	91070	automatic	fl	gas	compact
15000	2013	acura	excellent	6 cylinders	80000	manual	al	gas	full-size
26971	2021	toyota	like new	4 cylinders	3047	automatic	az	gas	mid-size
7700	2008	lexus	excellent	6 cylinders	121000	automatic	nh	gas	full-size
1	2015	mercedes-benz	excellent	10 cylinders	37701	automatic	fl	gas	compact
