birdwatcher_id,age,favorite_bird,lens_size,repeat_experience,date
21546,27,woodpecker,8,1,2023-10-17
21547,80,sparrow,7,1,2023-05-26
21548,40,sparrow,7,0,2023-02-01
21549,29,woodpecker,8,1,2023-05-01
21550,20,hummingbird,10,0,2023-12-02
21551,86,wodopecker,8,0,2023-04-28
21552,87,sparrow,8,1,2023-12-06
21553,65,hummingbird,10,0,2023-08-07
21554,70,sparrow,7,1,2023-01-07
21555,61,woodpecker,8,0,2023-03-10
21556,79,wodopecker,8,1,2023-09-06
21557,78,woodpecker,10,0,2023-12-15
21558,22,woodpecker,7,0,2023-05-28
21559,39,woodpecker,8,0,2023-12-13
21560,45,woodpecker,8,1,2023-04-24
21561,56,woodpecker,10,0,2023-06-05
21562,27,woodpecker,7,1,2023-11-24
21563,67,sparrow,10,0,2023-04-26
21564,71,woodpecker,8,1,2023-06-27
21565,75,sparrow,10,0,2023-07-03
21566,46,hummingbird,10,1,2023-02-18
21567,58,woodpecker,10,0,2023-09-23
21568,79,sparrow,8,1,2023-03-01
21569,64,spaarow,8,0,2023-04-27
21570,34,hummingbird,8,1,2023-09-01
21571,38,hummingbird,7,0,2023-11-27
21572,43,woodpecker,10,0,2023-07-28
21573,72,hummingbird,10,0,2023-11-23
21574,85,hummingbird,7,1,2023-12-19
21575,63,sparrow,10,1,2023-06-17
21576,54,woodpecker,8,0,2023-11-14
21577,26,sparrow,7,1,2023-03-22
21578,27,woodpecker,10,1,2023-02-18
21579,84,woodpecker,10,1,2023-06-07
21580,33,hummingbird,7,0,2023-11-22
21581,19,woodpecker,7,1,2023-02-23
21582,48,hummingbird,8,0,2023-02-04
21583,80,sparrow,8,1,2023-11-06
21584,26,woodpecker,8,0,2023-09-25
21585,68,hummingbird,7,0,2023-02-15
21586,79,spaarow,7,0,2023-08-26
21587,77,sparrow,8,1,2023-10-01
21588,34,sparrow,7,1,2023-04-21
21589,30,woodpecker,10,0,2023-07-14
21590,37,wodopecker,7,1,2023-07-13
21591,34,wodopecker,7,0,2023-04-13
21592,24,woodpecker,7,0,2023-11-24
21593,96,hummingbird,7,0,2023-10-10
21594,50,spaarow,10,1,2023-08-06
21595,52,woodpecker,8,0,2023-09-03
21596,99,sparrow,10,0,2023-11-08
21597,80,hummingbird,10,0,2023-03-14
21598,101,sparrow,7,1,2023-06-19
21599,22,sparrow,10,1,2023-09-09
21600,29,woodpecker,10,0,2023-06-01
21601,36,spaarow,7,1,2023-04-07
21602,62,woodpecker,10,1,2023-11-16
21603,65,sparrow,7,1,2023-10-02
21604,94,hummingbird,7,0,2023-12-06
21605,93,woodpecker,7,0,2023-11-22
21606,43,sparrow,8,1,2023-10-09
21607,103,sparrow,7,0,2023-01-27
21608,64,sparrow,8,0,2023-04-16
21609,64,woodpecker,8,1,2023-06-07
21610,33,hummingbird,8,1,2023-06-21
21611,74,sparrow,8,1,2023-12-07
21612,71,woodpecker,8,1,2023-11-24
21613,45,hummingbird,8,1,2023-02-22
21614,103,woodpecker,7,0,2023-04-05
21615,101,sparrow,8,0,2023-12-09
21616,61,hummingbird,8,0,2023-12-11
21617,28,woodpecker,8,1,2023-03-28
21618,25,sparrow,8,0,2023-12-15
21619,70,wodopecker,10,1,2023-12-11
21620,50,woodpecker,10,1,2023-07-15
21621,84,woodpecker,8,0,2023-02-19
21622,21,hummingbird,7,0,2023-11-11
21623,28,hummingbird,10,0,2023-01-27
21624,24,woodpecker,7,1,2023-12-08
21625,92,spaarow,8,1,2023-01-12
21626,33,sparrow,10,1,2023-07-17
21627,94,woodpecker,7,0,2023-08-18
21628,83,wodopecker,8,1,2023-01-15
21629,65,sparrow,10,1,2023-02-05
21630,103,sparrow,7,0,2023-12-28
21631,56,woodpecker,8,0,2023-07-11
21632,33,woodpecker,8,1,2023-03-10
21633,99,woodpecker,10,1,2023-10-10
21634,26,hummingbird,8,0,2023-09-20
21635,42,woodpecker,7,1,2023-02-17
21636,83,sparrow,7,1,2023-06-06
21637,71,sparrow,7,0,2023-12-20
21638,85,sparrow,8,1,2023-09-08
21639,43,hummingbird,7,0,2023-09-17
21640,49,woodpecker,7,1,2023-03-01
21641,69,spaarow,10,0,2023-12-03
21642,22,woodpecker,10,1,2023-06-04
21643,85,hummingbird,10,1,2023-05-19
21644,20,sparrow,7,1,2023-08-15
21645,80,woodpecker,7,1,2023-08-14
21646,47,hummingbird,8,0,2023-05-19
21647,91,hummingbird,7,1,2023-02-08
21648,59,sparrow,8,0,2023-07-24
21649,85,hummingbird,10,0,2023-02-14
21650,71,sparrow,8,1,2023-06-15
21651,95,hummingbird,7,1,2023-07-27
21652,92,hummingbird,10,0,2023-06-05
21653,28,woodpecker,8,0,2023-09-06
21654,65,sparrow,8,1,2023-03-23
21655,41,woodpecker,10,0,2023-07-04
21656,56,woodpecker,8,1,2023-10-21
21657,44,hummingbird,7,0,2023-06-22
21658,75,huminggbird,10,0,2023-05-23
21659,46,hummingbird,8,1,2023-10-22
21660,72,hummingbird,8,0,2023-01-28
21661,89,woodpecker,8,0,2023-03-19
21662,25,spaarow,10,1,2023-05-18
21663,101,hummingbird,7,1,2023-05-19
21664,79,sparrow,10,1,2023-05-07
21665,26,sparrow,10,1,2023-11-28
21666,78,spaarow,7,0,2023-12-27
21667,46,hummingbird,10,0,2023-05-24
21668,97,hummingbird,10,0,2023-06-15
21669,60,spaarow,8,0,2023-08-27
21670,49,sparrow,8,0,2023-07-28
21671,48,woodpecker,7,0,2023-07-03
21672,29,woodpecker,8,1,2023-12-08
21673,21,woodpecker,8,0,2023-09-18
21674,63,woodpecker,10,1,2023-07-11
21675,28,hummingbird,7,0,2023-11-11
21676,46,woodpecker,7,1,2023-01-25
21677,43,huminggbird,7,1,2023-12-02
21678,58,hummingbird,7,1,2023-12-19
21679,66,sparrow,10,1,2023-02-23
21680,93,sparrow,8,1,2023-06-20
21681,48,sparrow,7,1,2023-06-24
21682,64,hummingbird,10,0,2023-07-24
21683,94,sparrow,8,0,2023-08-17
21684,46,sparrow,10,0,2023-04-05
21685,70,hummingbird,10,1,2023-04-19
21686,105,sparrow,8,1,2023-12-21
21687,87,hummingbird,8,0,2023-12-26
21688,62,hummingbird,7,1,2023-06-25
21689,20,wodopecker,7,1,2023-10-25
21690,41,woodpecker,8,1,2023-04-13
21691,27,wodopecker,8,0,2023-01-04
21692,56,woodpecker,10,0,2023-10-25
21693,39,woodpecker,8,1,2023-05-03
21694,59,hummingbird,7,1,2023-03-21
21695,70,woodpecker,8,1,2023-08-01
21696,100,hummingbird,10,1,2023-07-13
21697,99,huminggbird,10,1,2023-02-18
21698,102,woodpecker,7,0,2023-06-22
21699,36,hummingbird,8,0,2023-04-14
21700,61,sparrow,10,0,2023-01-23
21701,22,hummingbird,7,1,2023-09-16
21702,41,woodpecker,10,1,2023-09-02
21703,63,sparrow,7,1,2023-08-05
21704,71,woodpecker,8,0,2023-01-22
21705,82,sparrow,10,1,2023-03-01
21706,61,woodpecker,8,0,2023-04-21
21707,104,sparrow,8,0,2023-12-07
21708,18,woodpecker,8,0,2023-09-18
21709,23,woodpecker,10,0,2023-02-03
21710,67,hummingbird,10,0,2023-03-01
21711,61,woodpecker,8,1,2023-10-20
21712,23,huminggbird,7,0,2023-07-13
21713,23,woodpecker,8,1,2023-08-14
21714,95,woodpecker,8,0,2023-04-15
21715,101,woodpecker,10,0,2023-03-01
21716,69,sparrow,7,1,2023-04-21
21717,39,hummingbird,7,1,2023-08-08
21718,93,huminggbird,8,0,2023-05-25
21719,70,woodpecker,10,0,2023-05-17
21720,24,sparrow,7,0,2023-04-13
21721,84,hummingbird,7,1,2023-06-14
21722,77,sparrow,8,0,2023-08-01
21723,105,woodpecker,7,1,2023-08-21
21724,27,sparrow,7,0,2023-02-19
21725,65,woodpecker,10,1,2023-11-23
21726,24,huminggbird,10,1,2023-01-12
21727,67,hummingbird,10,0,2023-07-22
21728,86,hummingbird,7,1,2023-06-16
21729,84,woodpecker,10,1,2023-05-27
21730,69,sparrow,7,1,2023-04-19
21731,102,sparrow,7,1,2023-07-16
21732,25,hummingbird,10,1,2023-08-02
21733,103,hummingbird,7,0,2023-06-09
21734,89,sparrow,8,0,2023-07-27
21735,88,hummingbird,7,0,2023-08-07
21736,81,woodpecker,10,0,2023-10-08
21737,84,hummingbird,8,0,2023-02-13
21738,91,huminggbird,7,1,2023-05-24
21739,81,sparrow,8,1,2023-10-01
21740,26,hummingbird,8,1,2023-10-24
21741,41,woodpecker,7,1,2023-06-09
21742,20,sparrow,7,1,2023-07-18
21743,103,woodpecker,7,0,2023-11-18
21744,81,hummingbird,10,0,2023-08-24
21745,43,hummingbird,7,1,2023-04-23
21746,99,spaarow,10,0,2023-11-02
21747,31,woodpecker,10,1,2023-06-17
21748,90,wodopecker,10,0,2023-09-14
21749,36,hummingbird,8,1,2023-09-04
21750,82,hummingbird,7,1,2023-01-28
21751,75,hummingbird,10,0,2023-03-11
21752,54,hummingbird,10,1,2023-04-04
21753,83,sparrow,8,1,2023-03-19
21754,55,wodopecker,8,1,2023-03-14
21755,28,hummingbird,7,0,2023-07-05
21756,27,woodpecker,7,0,2023-06-09
21757,76,wodopecker,7,1,2023-08-25
21758,56,sparrow,7,0,2023-09-02
21759,75,sparrow,7,1,2023-11-02
21760,75,woodpecker,7,0,2023-10-11
21761,38,woodpecker,8,1,2023-09-02
21762,50,woodpecker,7,1,2023-05-01
21763,35,sparrow,8,0,2023-02-25
21764,40,sparrow,7,1,2023-05-13
21765,57,sparrow,10,0,2023-02-27
21766,105,spaarow,8,1,2023-06-20
21767,18,hummingbird,7,0,2023-08-25
21768,79,sparrow,7,1,2023-12-01
21769,70,woodpecker,8,0,2023-01-01
21770,72,woodpecker,8,1,2023-02-19
21771,42,wodopecker,7,0,2023-11-02
21772,38,hummingbird,7,1,2023-01-15
21773,99,sparrow,8,0,2023-04-17
21774,56,sparrow,10,1,2023-09-11
21775,61,sparrow,10,1,2023-05-13
21776,35,sparrow,10,0,2023-08-25
21777,91,woodpecker,10,0,2023-12-08
21778,47,hummingbird,7,1,2023-11-10
21779,23,sparrow,10,0,2023-12-16
21780,27,hummingbird,7,0,2023-05-08
21781,19,hummingbird,10,0,2023-07-25
21782,66,hummingbird,8,0,2023-10-08
21783,90,sparrow,7,0,2023-10-21
21784,73,woodpecker,10,1,2023-01-18
21785,21,hummingbird,10,0,2023-10-09
21786,23,woodpecker,10,1,2023-02-07
21787,48,hummingbird,10,0,2023-02-19
21788,82,woodpecker,7,1,2023-09-11
21789,55,wodopecker,10,1,2023-10-13
21790,104,woodpecker,10,1,2023-08-03
21791,62,hummingbird,7,0,2023-09-08
21792,34,woodpecker,8,1,2023-03-04
21793,28,woodpecker,7,1,2023-04-01
21794,49,sparrow,10,0,2023-06-10
21795,33,spaarow,8,0,2023-03-22
21796,46,hummingbird,7,1,2023-09-21
21797,21,hummingbird,10,1,2023-05-21
21798,44,sparrow,8,0,2023-12-06
21799,36,hummingbird,8,0,2023-06-21
21800,51,hummingbird,7,1,2023-02-04
21801,41,sparrow,8,0,2023-02-19
21802,60,wodopecker,10,1,2023-11-02
21803,104,woodpecker,7,0,2023-04-25
21804,87,woodpecker,8,1,2023-06-20
21805,104,sparrow,7,0,2023-05-28
21806,102,hummingbird,7,0,2023-12-01
21807,91,sparrow,7,1,2023-10-10
21808,54,hummingbird,10,0,2023-03-22
21809,72,woodpecker,8,1,2023-10-10
21810,81,hummingbird,8,1,2023-02-27
21811,20,sparrow,7,1,2023-03-11
21812,105,hummingbird,8,1,2023-10-15
21813,44,sparrow,8,1,2023-10-20
21814,37,woodpecker,10,0,2023-12-27
21815,41,woodpecker,10,1,2023-10-02
21816,83,woodpecker,10,0,2023-12-22
21817,61,woodpecker,7,1,2023-04-25
21818,99,woodpecker,10,1,2023-03-08
21819,66,hummingbird,7,1,2023-09-18
21820,68,hummingbird,7,1,2023-12-15
21821,28,sparrow,8,1,2023-11-14
21822,102,woodpecker,10,0,2023-08-13
21823,93,woodpecker,7,0,2023-07-02
21824,73,sparrow,8,0,2023-11-13
21825,63,woodpecker,7,0,2023-03-27
21826,69,sparrow,8,1,2023-12-17
21827,90,woodpecker,10,1,2023-10-11
21828,73,hummingbird,7,0,2023-02-07
21829,31,woodpecker,8,0,2023-05-01
21830,38,sparrow,7,0,2023-11-07
21831,58,woodpecker,10,1,2023-10-20
21832,105,sparrow,10,0,2023-08-18
21833,79,sparrow,10,1,2023-04-18
21834,67,hummingbird,10,0,2023-08-10
21835,33,woodpecker,7,0,2023-05-22
21836,27,hummingbird,10,0,2023-12-21
21837,87,sparrow,8,1,2023-04-01
21838,105,hummingbird,10,0,2023-09-04
21839,102,woodpecker,10,0,2023-09-07
21840,93,sparrow,10,0,2023-07-08
21841,55,hummingbird,7,1,2023-03-23
21842,54,hummingbird,8,0,2023-10-22
21843,88,hummingbird,7,0,2023-04-21
21844,80,hummingbird,8,0,2023-10-28
21845,26,sparrow,10,0,2023-11-27
21846,81,woodpecker,7,1,2023-08-23
21847,30,sparrow,10,1,2023-01-06
21848,51,hummingbird,7,0,2023-07-25
21849,86,woodpecker,10,0,2023-07-08
21850,75,woodpecker,10,0,2023-09-06
21851,32,hummingbird,7,0,2023-01-16
21852,60,spaarow,7,0,2023-02-12
21853,88,wodopecker,7,1,2023-05-18
21854,76,sparrow,7,0,2023-02-18
21855,75,spaarow,8,0,2023-06-04
21856,98,sparrow,8,0,2023-04-08
21857,55,woodpecker,8,0,2023-02-03
21858,70,sparrow,8,0,2023-08-17
21859,29,hummingbird,10,1,2023-07-02
21860,42,woodpecker,7,0,2023-06-15
21861,105,wodopecker,8,0,2023-08-13
21862,59,hummingbird,7,0,2023-08-16
21863,103,sparrow,7,0,2023-02-19
21864,44,woodpecker,8,0,2023-03-23
21865,52,sparrow,7,0,2023-11-18
21866,82,sparrow,10,0,2023-09-20
21867,38,sparrow,7,0,2023-03-25
21868,101,hummingbird,7,1,2023-01-28
21869,78,woodpecker,10,0,2023-04-02
21870,58,hummingbird,8,1,2023-03-17
21871,96,woodpecker,10,1,2023-08-11
21872,105,sparrow,10,1,2023-08-09
21873,90,hummingbird,10,0,2023-01-12
21874,73,sparrow,7,0,2023-09-20
21875,63,hummingbird,8,1,2023-03-08
21876,96,wodopecker,7,1,2023-11-27
21877,100,woodpecker,7,0,2023-01-07
21878,105,hummingbird,8,1,2023-07-01
21879,101,woodpecker,10,0,2023-07-15
21880,80,sparrow,8,0,2023-08-17
21881,61,hummingbird,8,0,2023-08-04
21882,20,woodpecker,7,0,2023-10-28
21883,45,woodpecker,10,0,2023-11-06
21884,20,wodopecker,8,0,2023-05-25
21885,18,wodopecker,7,0,2023-10-16
21886,48,woodpecker,10,1,2023-11-06
21887,20,sparrow,8,0,2023-07-11
21888,54,hummingbird,8,0,2023-06-25
21889,71,hummingbird,10,0,2023-08-03
21890,89,hummingbird,8,1,2023-04-13
21891,83,huminggbird,7,0,2023-05-19
21892,44,hummingbird,10,0,2023-07-16
21893,22,hummingbird,8,1,2023-05-23
21894,49,hummingbird,7,1,2023-06-04
21895,63,woodpecker,7,1,2023-12-24
21896,102,spaarow,7,0,2023-05-11
21897,89,huminggbird,8,0,2023-04-15
21898,58,woodpecker,8,1,2023-06-25
21899,45,sparrow,10,0,2023-03-12
21900,77,sparrow,7,0,2023-08-24
21901,31,woodpecker,7,1,2023-05-26
21902,26,woodpecker,10,1,2023-05-22
21903,46,hummingbird,10,0,2023-09-18
21904,55,woodpecker,7,1,2023-03-28
21905,24,woodpecker,7,1,2023-06-05
21906,94,woodpecker,7,0,2023-12-14
21907,44,hummingbird,10,0,2023-11-27
21908,83,hummingbird,8,0,2023-10-19
21909,47,woodpecker,7,0,2023-01-23
21910,87,hummingbird,8,1,2023-02-27
21911,29,sparrow,10,1,2023-09-12
21912,46,woodpecker,8,0,2023-02-25
21913,50,woodpecker,8,1,2023-02-27
21914,44,hummingbird,8,1,2023-02-11
21915,47,sparrow,7,0,2023-12-14
21916,27,hummingbird,10,0,2023-08-08
21917,57,hummingbird,10,0,2023-04-18
21918,70,wodopecker,8,1,2023-06-03
21919,93,woodpecker,7,0,2023-06-15
21920,67,woodpecker,8,0,2023-07-10
21921,78,hummingbird,10,0,2023-12-14
21922,59,huminggbird,10,0,2023-08-02
21923,61,hummingbird,10,0,2023-11-12
21924,21,woodpecker,8,0,2023-01-22
21925,22,sparrow,8,0,2023-07-25
21926,61,sparrow,8,1,2023-09-01
21927,47,hummingbird,10,0,2023-10-18
21928,94,woodpecker,8,1,2023-04-17
21929,104,sparrow,7,0,2023-12-07
21930,54,woodpecker,8,1,2023-02-28
21931,94,woodpecker,10,0,2023-10-08
21932,48,hummingbird,10,1,2023-05-14
21933,33,hummingbird,8,0,2023-06-23
21934,43,woodpecker,10,0,2023-01-06
21935,63,hummingbird,10,0,2023-08-11
21936,89,woodpecker,7,0,2023-09-14
21937,57,spaarow,10,0,2023-01-08
21938,26,hummingbird,7,0,2023-11-10
21939,57,woodpecker,8,1,2023-12-24
21940,105,woodpecker,10,0,2023-06-13
21941,86,hummingbird,10,0,2023-04-23
21942,78,woodpecker,7,0,2023-04-28
21943,51,hummingbird,8,1,2023-04-25
21944,38,woodpecker,7,0,2023-09-19
21945,36,sparrow,10,0,2023-03-08
21946,70,huminggbird,8,0,2023-05-20
21947,71,sparrow,8,1,2023-06-05
21948,84,hummingbird,7,0,2023-05-25
21949,66,sparrow,8,1,2023-06-15
21950,85,sparrow,10,1,2023-01-11
21951,27,woodpecker,10,0,2023-02-11
21952,42,wodopecker,8,0,2023-06-24
21953,48,hummingbird,10,1,2023-08-28
21954,55,hummingbird,10,0,2023-09-21
21955,40,huminggbird,7,0,2023-03-13
21956,86,hummingbird,10,1,2023-04-18
21957,36,hummingbird,7,0,2023-09-01
21958,80,sparrow,10,1,2023-11-07
21959,94,wodopecker,10,1,2023-03-09
21960,27,hummingbird,8,0,2023-11-24
21961,35,huminggbird,10,1,2023-03-15
21962,71,sparrow,8,1,2023-02-13
21963,18,hummingbird,7,0,2023-02-22
21964,39,woodpecker,7,0,2023-09-24
21965,61,sparrow,7,0,2023-11-13
21966,58,sparrow,7,0,2023-03-23
21967,35,hummingbird,7,1,2023-12-17
21968,65,sparrow,8,1,2023-11-13
21969,69,hummingbird,8,0,2023-10-15
21970,93,spaarow,10,1,2023-12-09
21971,26,wodopecker,10,0,2023-08-14
21972,22,woodpecker,7,1,2023-12-26
21973,43,woodpecker,10,1,2023-03-07
21974,65,sparrow,10,1,2023-11-16
21975,103,sparrow,8,1,2023-01-07
21976,102,huminggbird,8,0,2023-11-18
21977,36,sparrow,8,1,2023-06-21
21978,41,woodpecker,8,0,2023-05-16
21979,51,sparrow,7,1,2023-09-25
21980,91,sparrow,7,0,2023-08-25
21981,22,sparrow,8,0,2023-12-06
21982,77,woodpecker,7,0,2023-07-17
21983,98,woodpecker,8,0,2023-02-19
21984,20,woodpecker,8,0,2023-04-04
21985,99,woodpecker,7,0,2023-10-05
21986,38,sparrow,10,0,2023-03-24
21987,73,woodpecker,8,1,2023-10-09
21988,66,woodpecker,10,1,2023-02-25
21989,62,hummingbird,10,1,2023-12-06
21990,75,sparrow,8,0,2023-12-08
21991,43,hummingbird,7,0,2023-03-17
21992,87,woodpecker,8,1,2023-12-01
21993,73,hummingbird,8,1,2023-07-06
21994,55,huminggbird,7,0,2023-06-08
21995,95,hummingbird,7,1,2023-11-19
21996,34,sparrow,7,1,2023-05-28
21997,58,hummingbird,8,0,2023-12-04
21998,93,sparrow,10,0,2023-09-12
21999,87,hummingbird,8,0,2023-05-11
22000,58,hummingbird,7,0,2023-06-09
22001,101,hummingbird,10,1,2023-02-27
22002,99,hummingbird,10,1,2023-09-20
22003,73,woodpecker,8,0,2023-03-11
22004,105,hummingbird,7,1,2023-09-17
22005,27,sparrow,10,1,2023-04-03
22006,33,sparrow,8,0,2023-05-25
22007,29,hummingbird,7,1,2023-01-02
22008,18,hummingbird,7,0,2023-04-12
22009,100,sparrow,8,0,2023-07-08
22010,92,spaarow,7,1,2023-01-07
22011,100,hummingbird,10,1,2023-03-17
22012,57,sparrow,10,1,2023-03-14
22013,46,hummingbird,8,0,2023-08-07
22014,98,sparrow,10,1,2023-06-22
22015,69,hummingbird,8,0,2023-05-28
22016,59,sparrow,7,0,2023-10-01
22017,59,woodpecker,7,1,2023-05-15
22018,62,sparrow,10,1,2023-10-27
22019,87,hummingbird,7,0,2023-09-13
22020,86,woodpecker,7,1,2023-06-15
22021,45,sparrow,8,0,2023-02-14
22022,52,woodpecker,8,0,2023-09-19
22023,57,woodpecker,7,0,2023-12-14
22024,39,sparrow,8,1,2023-11-05
22025,42,woodpecker,7,1,2023-02-07
22026,102,woodpecker,10,0,2023-03-25
22027,83,woodpecker,10,1,2023-12-26
22028,95,hummingbird,7,0,2023-06-02
22029,84,sparrow,7,1,2023-09-14
22030,91,huminggbird,10,1,2023-03-28
22031,91,woodpecker,8,0,2023-09-14
22032,50,wodopecker,8,0,2023-09-11
22033,99,hummingbird,10,1,2023-07-10
22034,98,woodpecker,8,1,2023-11-07
22035,62,sparrow,8,0,2023-05-15
22036,32,woodpecker,10,0,2023-07-02
22037,80,sparrow,7,1,2023-11-22
22038,72,huminggbird,10,0,2023-09-27
22039,99,sparrow,10,1,2023-09-06
22040,100,hummingbird,7,1,2023-04-01
22041,78,hummingbird,10,0,2023-10-06
22042,74,woodpecker,8,1,2023-06-18
22043,105,woodpecker,8,1,2023-08-06
22044,79,sparrow,10,0,2023-09-20
22045,82,woodpecker,7,1,2023-11-21
22046,81,woodpecker,8,0,2023-05-13
22047,101,wodopecker,8,1,2023-08-22
22048,101,huminggbird,10,0,2023-04-13
22049,45,sparrow,8,0,2023-04-03
22050,33,sparrow,10,1,2023-07-07
22051,21,woodpecker,10,0,2023-04-01
22052,92,woodpecker,8,0,2023-09-10
22053,60,hummingbird,10,1,2023-07-02
22054,18,hummingbird,8,0,2023-02-16
22055,24,sparrow,7,0,2023-03-24
22056,28,sparrow,10,0,2023-07-05
22057,88,hummingbird,10,1,2023-09-25
22058,74,sparrow,10,1,2023-01-08
22059,76,woodpecker,7,1,2023-04-23
22060,103,hummingbird,7,1,2023-07-10
22061,44,woodpecker,7,0,2023-10-02
22062,68,sparrow,10,1,2023-09-27
22063,93,woodpecker,10,0,2023-05-26
22064,73,hummingbird,10,1,2023-11-16
22065,87,spaarow,7,0,2023-05-19
22066,43,sparrow,8,0,2023-02-21
22067,63,woodpecker,7,1,2023-02-14
22068,90,sparrow,8,1,2023-04-09
22069,67,hummingbird,10,0,2023-11-23
22070,25,hummingbird,8,0,2023-04-28
22071,95,woodpecker,7,1,2023-11-02
22072,53,hummingbird,8,0,2023-04-04
22073,76,woodpecker,8,0,2023-01-23
22074,53,sparrow,8,1,2023-12-04
22075,35,hummingbird,8,1,2023-07-14
22076,27,woodpecker,10,1,2023-04-25
22077,98,hummingbird,10,1,2023-07-14
22078,71,hummingbird,10,0,2023-03-25
22079,37,woodpecker,7,1,2023-03-17
22080,86,woodpecker,8,1,2023-05-12
22081,29,woodpecker,8,0,2023-06-10
22082,95,woodpecker,10,0,2023-02-10
22083,80,sparrow,8,1,2023-01-18
22084,75,hummingbird,8,1,2023-11-11
22085,98,spaarow,8,0,2023-08-20
22086,18,woodpecker,10,0,2023-07-05
22087,62,sparrow,8,1,2023-03-19
22088,47,sparrow,10,0,2023-06-03
22089,76,woodpecker,7,0,2023-02-21
22090,52,woodpecker,7,1,2023-01-17
22091,84,hummingbird,8,1,2023-05-17
22092,102,hummingbird,10,1,2023-07-03
22093,63,sparrow,8,0,2023-01-13
22094,67,woodpecker,7,1,2023-12-25
22095,93,hummingbird,7,0,2023-07-24
22096,20,spaarow,8,1,2023-01-24
22097,45,woodpecker,7,1,2023-11-26
22098,36,huminggbird,8,1,2023-01-06
22099,33,huminggbird,8,0,2023-07-01
22100,58,woodpecker,8,0,2023-05-14
22101,25,woodpecker,10,1,2023-10-01
22102,24,sparrow,10,0,2023-11-04
22103,81,sparrow,8,1,2023-08-09
22104,83,hummingbird,10,1,2023-10-22
22105,41,sparrow,8,1,2023-06-07
22106,79,woodpecker,8,1,2023-09-27
22107,88,sparrow,10,1,2023-11-20
22108,86,sparrow,7,0,2023-02-27
22109,26,sparrow,8,0,2023-12-13
22110,46,hummingbird,8,1,2023-03-10
22111,98,woodpecker,8,0,2023-05-03
22112,39,sparrow,8,0,2023-01-14
22113,88,sparrow,8,0,2023-07-21
22114,19,huminggbird,10,1,2023-08-18
22115,95,sparrow,8,0,2023-09-10
22116,93,hummingbird,8,0,2023-06-16
22117,62,hummingbird,10,0,2023-04-28
22118,100,spaarow,10,1,2023-03-03
22119,104,sparrow,8,0,2023-07-12
22120,46,woodpecker,10,1,2023-01-28
22121,42,hummingbird,10,1,2023-03-22
22122,83,hummingbird,10,0,2023-05-05
22123,95,woodpecker,10,0,2023-04-25
22124,55,sparrow,8,1,2023-09-19
22125,103,hummingbird,8,0,2023-04-12
22126,36,wodopecker,10,0,2023-05-24
22127,67,woodpecker,7,0,2023-05-28
22128,46,sparrow,8,0,2023-01-15
22129,40,sparrow,10,0,2023-02-26
22130,94,woodpecker,10,1,2023-02-21
22131,94,hummingbird,8,0,2023-01-22
22132,91,woodpecker,8,1,2023-08-25
22133,89,hummingbird,7,0,2023-03-20
22134,25,woodpecker,8,1,2023-09-12
22135,29,sparrow,7,0,2023-01-06
22136,72,sparrow,10,0,2023-04-22
22137,103,woodpecker,8,1,2023-11-01
22138,78,hummingbird,8,1,2023-06-21
22139,91,wodopecker,8,0,2023-12-01
22140,82,woodpecker,10,0,2023-07-14
22141,91,hummingbird,7,1,2023-08-04
22142,55,woodpecker,7,0,2023-05-18
22143,68,sparrow,8,0,2023-06-08
22144,82,woodpecker,10,1,2023-04-22
22145,84,woodpecker,10,1,2023-04-25
22146,86,woodpecker,7,0,2023-02-16
22147,50,woodpecker,8,1,2023-02-09
22148,65,woodpecker,7,1,2023-08-19
22149,27,hummingbird,10,1,2023-06-12
22150,41,woodpecker,8,0,2023-05-24
22151,71,woodpecker,7,1,2023-02-06
22152,45,hummingbird,7,0,2023-10-26
22153,81,sparrow,8,1,2023-09-23
22154,28,hummingbird,10,0,2023-03-10
22155,43,hummingbird,8,0,2023-10-06
22156,77,woodpecker,10,0,2023-03-01
22157,102,sparrow,8,0,2023-03-17
22158,97,hummingbird,8,1,2023-11-18
22159,88,sparrow,10,0,2023-02-12
22160,92,woodpecker,8,0,2023-11-06
22161,35,hummingbird,8,1,2023-01-17
22162,52,wodopecker,8,1,2023-10-28
22163,89,sparrow,7,1,2023-11-12
22164,96,spaarow,7,1,2023-03-04
22165,78,sparrow,8,0,2023-08-28
22166,70,sparrow,8,1,2023-07-18
22167,70,sparrow,8,1,2023-01-04
22168,60,sparrow,8,0,2023-03-14
22169,32,woodpecker,8,0,2023-10-14
22170,62,sparrow,7,0,2023-03-11
22171,89,woodpecker,10,1,2023-01-28
22172,95,woodpecker,8,0,2023-06-25
22173,49,woodpecker,7,1,2023-01-16
22174,71,hummingbird,10,0,2023-12-08
22175,55,huminggbird,7,1,2023-12-05
22176,62,woodpecker,10,1,2023-05-24
22177,100,woodpecker,8,0,2023-10-03
22178,23,hummingbird,10,0,2023-04-20
22179,43,hummingbird,7,1,2023-05-08
22180,25,sparrow,8,0,2023-01-08
22181,75,woodpecker,10,0,2023-12-25
22182,44,hummingbird,10,0,2023-03-12
22183,61,sparrow,10,1,2023-01-24
22184,60,sparrow,7,1,2023-03-16
22185,99,woodpecker,7,0,2023-05-20
22186,65,sparrow,8,1,2023-07-27
22187,36,woodpecker,7,0,2023-03-26
22188,22,sparrow,8,0,2023-04-18
22189,104,hummingbird,7,0,2023-04-17
